  -2.5650000e+00   1.4464000e-01
  -1.6565000e+01  -1.5536000e-01
  -8.5650000e+00   2.1446000e+00
  -2.0565000e+01   1.9446000e+00
  -2.6565000e+01   3.3446000e+00
  -3.2565000e+01   3.0446000e+00
  -4.0565000e+01   4.1446000e+00
  -3.6565000e+01   4.0446000e+00
  -2.4565000e+01   5.9446000e+00
  -2.4565000e+01   2.9446000e+00
  -2.8565000e+01  -1.3554000e+00
  -1.0565000e+01  -3.4554000e+00
  -1.2565000e+01  -9.5536000e-01
  -2.4565000e+01   9.4464000e-01
  -1.4565000e+01   3.5446000e+00
  -1.2565000e+01   2.5446000e+00
  -2.0565000e+01   2.8446000e+00
  -2.6565000e+01   2.0446000e+00
  -1.6565000e+01   1.1446000e+00
  -5.6500000e-01   9.4464000e-01
  -4.5650000e+00  -1.0554000e+00
  -1.0565000e+01  -2.5554000e+00
  -2.8565000e+01  -3.9554000e+00
  -3.4565000e+01  -2.1554000e+00
  -4.6565000e+01  -2.1554000e+00
  -2.4565000e+01  -4.9554000e+00
  -5.6500000e-01  -5.1554000e+00
   8.9435000e+01  -9.2554000e+00
   2.4144000e+02  -1.4855000e+01
   4.2543000e+02  -2.5355000e+01
   5.7143000e+02  -3.2955000e+01
   7.1343000e+02  -3.8355000e+01
   8.1543000e+02  -4.4755000e+01
   8.2143000e+02  -4.6755000e+01
   5.7543000e+02  -2.7455000e+01
   2.6744000e+02   4.4446000e+00
  -3.8565000e+01   2.4245000e+01
  -2.4856000e+02   3.3945000e+01
  -2.5656000e+02   3.3545000e+01
  -2.4656000e+02   2.5645000e+01
  -2.2256000e+02   1.6245000e+01
  -2.1856000e+02   1.0745000e+01
  -2.0256000e+02   7.1446000e+00
  -2.1456000e+02   5.9446000e+00
  -2.0056000e+02   3.4446000e+00
  -1.9056000e+02   4.0446000e+00
  -1.7856000e+02   2.3446000e+00
  -1.6856000e+02   2.2446000e+00
  -1.7456000e+02   3.5446000e+00
  -1.3856000e+02   3.4446000e+00
  -1.2656000e+02   3.6446000e+00
  -1.0656000e+02   4.1446000e+00
  -1.1456000e+02   4.3446000e+00
  -1.0656000e+02   3.5446000e+00
  -1.0056000e+02   2.0446000e+00
  -9.6565000e+01   2.0446000e+00
  -7.4565000e+01   1.5446000e+00
  -6.2565000e+01   5.4464000e-01
  -7.6565000e+01   1.2446000e+00
  -6.2565000e+01   1.7446000e+00
  -5.0565000e+01   4.4464000e-01
  -6.4565000e+01   5.4464000e-01
  -3.6565000e+01  -5.5357000e-02
  -2.6565000e+01   1.1446000e+00
  -4.4565000e+01   2.9446000e+00
  -2.2565000e+01   8.4464000e-01
  -2.8565000e+01  -2.3554000e+00
  -2.4565000e+01  -2.3554000e+00
  -1.4565000e+01  -1.4554000e+00
  -6.5650000e+00  -3.1554000e+00
  -1.8565000e+01  -1.3554000e+00
   1.4350000e+00  -2.0554000e+00
  -6.5650000e+00  -1.8554000e+00
  -5.6500000e-01  -8.5536000e-01
   1.1435000e+01  -2.0554000e+00
   5.4350000e+00  -1.3554000e+00
   1.3435000e+01  -1.3554000e+00
   2.3435000e+01  -2.5536000e-01
   9.4350000e+00   4.4464000e-01
   1.4350000e+00   1.2446000e+00
   1.3435000e+01   1.2446000e+00
   1.7435000e+01  -1.5536000e-01
   3.3435000e+01  -1.5536000e-01
   4.3435000e+01  -1.8554000e+00
   3.5435000e+01  -9.5536000e-01
   3.7435000e+01   6.4464000e-01
   5.1435000e+01   7.1446000e+00
   5.1435000e+01   1.4945000e+01
   5.7435000e+01   1.2845000e+01
